Date,ppt (inches),tmean (degrees F)
2022-10-03,0.00,68.1
2022-10-04,0.00,64.3
2022-10-05,0.00,58.4
2022-10-06,0.00,58.2
2022-10-07,0.00,60.2
2022-10-08,0.00,63.2
2022-10-09,0.00,65.1
2022-10-10,0.00,65.3
2022-10-11,0.00,64.4
2022-10-12,0.00,59.4
2022-10-13,0.00,61.5
2022-10-14,0.00,62.6
2022-10-15,0.00,63.3
2022-10-16,0.00,68.8
2022-10-17,0.00,61.3
2022-10-18,0.00,57.5
2022-10-19,0.00,57.8
2022-10-20,0.00,58.9
2022-10-21,0.00,56.6
2022-10-22,0.27,49.9
2022-10-23,0.03,51.5
2022-10-24,0.05,51.0
2022-10-25,0.15,50.8
2022-10-26,0.54,49.9
2022-10-27,0.03,48.0
2022-10-28,0.01,49.2
2022-10-29,0.28,51.9
2022-10-30,0.03,55.7
2022-10-31,0.02,54.7
2022-11-01,0.59,50.9
2022-11-02,0.46,45.2
2022-11-03,0.00,42.8
2022-11-04,0.25,43.4
2022-11-05,1.64,52.7
2022-11-06,0.54,46.6
2022-11-07,0.88,40.1
2022-11-08,0.67,38.2
2022-11-09,0.00,42.6
2022-11-10,0.00,39.7
2022-11-11,0.00,41.5
2022-11-12,0.23,40.9
2022-11-13,0.00,40.2
2022-11-14,0.00,36.9
2022-11-15,0.00,45.0
2022-11-16,0.00,42.0
2022-11-17,0.00,40.0
2022-11-18,0.00,40.1
2022-11-19,0.00,39.7
2022-11-20,0.00,36.7
2022-11-21,0.00,36.0
2022-11-22,0.00,41.3
2022-11-23,0.15,46.1
2022-11-24,0.01,40.4
2022-11-25,0.00,39.1
2022-11-26,0.32,38.9
2022-11-27,0.05,42.9
2022-11-28,0.19,42.9
2022-11-29,0.04,39.0
2022-11-30,1.25,40.3
2022-12-01,0.51,42.1
2022-12-02,0.07,35.9
2022-12-03,0.00,40.0
2022-12-04,0.00,38.7
2022-12-05,0.05,35.7
2022-12-06,0.00,35.0
2022-12-07,0.00,39.0
2022-12-08,0.23,40.2
2022-12-09,0.29,41.6
2022-12-10,0.33,44.5
2022-12-11,0.04,45.3
2022-12-12,0.02,40.6
2022-12-13,0.00,38.9
2022-12-14,0.00,36.5
2022-12-15,0.00,36.2
2022-12-16,0.00,36.4
2022-12-17,0.00,35.3
2022-12-18,0.00,33.8
2022-12-19,0.07,39.9
2022-12-20,0.01,40.3
2022-12-21,0.07,42.7
2022-12-22,0.00,33.2
2022-12-23,0.24,24.2
2022-12-24,0.03,27.8
2022-12-25,0.53,41.8
2022-12-26,0.12,49.0
2022-12-27,1.78,55.4
2022-12-28,0.82,48.5
2022-12-29,0.30,44.0
2022-12-30,0.38,46.2
2022-12-31,0.45,48.2
2023-01-01,0.21,44.3
2023-01-02,0.00,39.3
2023-01-03,0.08,40.0
2023-01-04,0.17,42.3
2023-01-05,0.23,41.9
2023-01-06,0.04,49.9
2023-01-07,0.18,47.2
2023-01-08,0.17,47.3
2023-01-09,0.38,45.5
2023-01-10,0.20,45.2
2023-01-11,0.08,42.6
2023-01-12,0.61,44.7
2023-01-13,0.12,49.5
2023-01-14,0.19,49.1
2023-01-15,0.15,48.6
2023-01-16,0.45,43.6
2023-01-17,0.07,44.4
2023-01-18,0.05,45.0
2023-01-19,0.23,42.5
2023-01-20,0.00,38.9
2023-01-21,0.00,35.5
2023-01-22,0.04,39.2
2023-01-23,0.00,38.5
2023-01-24,0.00,40.2
2023-01-25,0.00,36.6
2023-01-26,0.00,39.3
2023-01-27,0.01,41.5
2023-01-28,0.00,44.9
2023-01-29,0.16,39.6
2023-01-30,0.00,31.8
2023-01-31,0.00,30.9
2023-02-01,0.00,33.2
2023-02-02,0.00,36.2
2023-02-03,0.00,35.0
2023-02-04,0.09,42.8
2023-02-05,0.25,46.3
2023-02-06,0.04,44.1
2023-02-07,0.00,45.3
2023-02-08,0.20,43.8
2023-02-09,0.00,41.5
2023-02-10,0.08,43.7
2023-02-11,0.01,45.2
2023-02-12,0.00,39.0
2023-02-13,0.07,37.9
2023-02-14,0.24,39.5
2023-02-15,0.00,35.3
2023-02-16,0.00,35.6
2023-02-17,0.00,37.0
2023-02-18,0.00,44.0
2023-02-19,0.00,44.8
2023-02-20,0.00,44.8
2023-02-21,0.03,46.9
2023-02-22,0.20,39.3
2023-02-23,0.37,35.1
2023-02-24,0.09,29.4
2023-02-25,0.00,29.6
2023-02-26,0.15,31.6
2023-02-27,0.28,38.2
2023-02-28,0.22,40.2
2023-03-01,0.25,36.1
2023-03-02,0.01,38.0
2023-03-03,0.10,40.9
2023-03-04,0.13,40.4
2023-03-05,0.14,38.4
2023-03-06,0.11,37.4
2023-03-07,0.07,41.8
2023-03-08,0.12,39.9
2023-03-09,0.06,38.9
2023-03-10,0.49,42.3
2023-03-11,0.07,40.8
2023-03-12,0.04,42.3
2023-03-13,0.74,43.6
2023-03-14,0.60,42.0
2023-03-15,0.02,41.9
2023-03-16,0.00,42.5
2023-03-17,0.00,46.3
2023-03-18,0.00,46.5
2023-03-19,0.00,49.8
2023-03-20,0.25,47.3
2023-03-21,0.05,41.6
2023-03-22,0.00,49.2
2023-03-23,0.00,49.1
2023-03-24,0.50,40.6
2023-03-25,0.31,39.7
2023-03-26,0.10,38.7
2023-03-27,0.08,39.3
2023-03-28,0.18,40.0
2023-03-29,0.29,40.7
2023-03-30,0.00,45.4
2023-03-31,0.02,47.4
2023-04-01,0.59,44.7
2023-04-02,0.36,43.9
2023-04-03,0.23,39.7
2023-04-04,0.10,41.4
2023-04-05,0.10,41.4
2023-04-06,0.28,42.9
2023-04-07,0.49,51.1
2023-04-08,0.16,49.7
2023-04-09,0.05,49.9
2023-04-10,0.82,51.9
2023-04-11,0.93,44.6
2023-04-12,0.09,44.5
2023-04-13,0.06,42.0
2023-04-14,0.00,44.5
2023-04-15,0.00,47.5
2023-04-16,0.02,48.0
2023-04-17,0.23,45.5
2023-04-18,0.25,43.2
2023-04-19,0.15,42.8
2023-04-20,0.16,42.9
2023-04-21,0.44,42.6
2023-04-22,0.00,50.7
2023-04-23,0.28,58.6
2023-04-24,0.04,50.3
2023-04-25,0.00,48.2
2023-04-26,0.00,52.1
2023-04-27,0.00,58.9
2023-04-28,0.00,63.5
2023-04-29,0.00,69.8
2023-04-30,0.00,64.7
2023-05-01,0.00,54.8
